id,type,description,status
48202228,ping,Ping test from Bangladesh to 43.152.54.100,Stopped
48202230,ping,Ping test from India to 43.132.86.2,Stopped
48202232,ping,Ping test from India to 43.152.54.100,Stopped
48202381,ping,Ping test from Sri Lanka to 43.132.86.2,Stopped
48202382,ping,Ping test from Sri Lanka to 43.152.54.100,Stopped
48202384,ping,Ping test from Nepal to 43.132.86.2,Stopped
48202385,ping,Ping test from Nepal to 43.152.54.100,Stopped
48202992,ping,Ping test from Colombia to 43.132.86.2,Stopped
48202993,ping,Ping test from Colombia to 43.152.54.100,Stopped
48202995,ping,Ping test from Pakistan to 43.132.86.2,No suitable probes
48202996,ping,Ping test from Pakistan to 43.152.54.100,No suitable probes
48203150,ping,Ping test from Saudi Arabia to 43.132.86.2,Stopped
48203151,ping,Ping test from Saudi Arabia to 43.152.54.100,Stopped
48203156,ping,Ping test from Turkey to 43.132.86.2,Stopped
48203157,ping,Ping test from Turkey to 43.152.54.100,Stopped
48203204,ping,Ping test from Argentina to 43.132.86.2,Stopped
48203207,ping,Ping test from Argentina to 43.152.54.100,Stopped
48203208,ping,Ping test from Brazil to 43.132.86.2,Stopped
48203210,ping,Ping test from Brazil to 43.152.54.100,Stopped
48203213,ping,Ping test from Chile to 43.132.86.2,Stopped
48203224,ping,Ping test from Chile to 43.152.54.100,Stopped
48203249,ping,From script for latency checks for Monitoring,Stopped
48203401,ping,IP Geolocation - 2.228.25.92,Stopped
48203556,ping,IP Geolocation - 2.228.25.92,Stopped
48203609,ping,IP Geolocation - 2.228.25.92,Stopped
48203839,ping,IP Geolocation - 71.59.34.79,Stopped
48203850,ping,Ping measurement to ec2-35-153-0-3.compute-1.amazonaws.com,Stopped
48203956,ping,IP Geolocation - 71.59.34.79,Stopped
48203994,ping,IP Geolocation - 71.59.34.79,Stopped
48204563,ping,From script for latency checks for Monitoring,Stopped
48204564,ping,From script for latency checks for Monitoring,Stopped
48204582,ping,Ping test from Germany to 43.132.86.2,Stopped
48204584,ping,Ping test from Germany to 43.152.54.100,Stopped
48204656,ping,Ping test from Spain to 43.132.86.2,Stopped
48204660,ping,Ping test from Spain to 43.152.54.100,Stopped
48204676,ping,Ping test from France to 43.132.86.2,Stopped
48204679,ping,Ping test from France to 43.152.54.100,Stopped
48204836,ping,Ping test from United Kingdom to 43.132.86.2,Stopped
48204838,ping,Ping test from United Kingdom to 43.152.54.100,Stopped
48204853,ping,Ping test from Greece to 43.132.86.2,Stopped
48204854,ping,Ping test from Greece to 43.152.54.100,Stopped
48204997,ping,Ping test from Ireland to 43.132.86.2,Stopped
48205006,ping,Ping test from Ireland to 43.152.54.100,Stopped
48205007,ping,Ping test from Italy to 43.132.86.2,Stopped
48205009,ping,Ping test from Italy to 43.152.54.100,Stopped
48205011,ping,Ping test from Netherlands to 43.132.86.2,Stopped
48205015,ping,Ping test from Netherlands to 43.152.54.100,Stopped
48205165,ping,Ping test from Poland to 43.132.86.2,Stopped
48205166,ping,Ping test from Poland to 43.152.54.100,Stopped
48205168,ping,Ping test from Russian Federation to 43.132.86.2,Stopped
48205169,ping,Ping test from Russian Federation to 43.152.54.100,Stopped
48205221,ping,Ping test from Sweden to 43.132.86.2,Stopped
48205222,ping,Ping test from Sweden to 43.152.54.100,Stopped
48205227,ping,Ping test from Ukraine to 43.132.86.2,Stopped
48205228,ping,Ping test from Ukraine to 43.152.54.100,Stopped
48205236,ping,Ping test from United Arab Emirates to 43.132.86.2,Stopped
48205247,ping,Ping test from United Arab Emirates to 43.152.54.100,Stopped
48205267,ping,Ping test from Azerbaijan to 43.132.86.2,Stopped
48205268,ping,Ping test from Azerbaijan to 43.152.54.100,Stopped
48205270,ping,Ping test from Egypt to 43.132.86.2,No suitable probes
48205271,ping,Ping test from Egypt to 43.152.54.100,No suitable probes
48205425,ping,Ping test from Iraq to 43.132.86.2,Stopped
48205428,ping,Ping test from Iraq to 43.152.54.100,Stopped
48205433,ping,Ping test from Iran to 43.132.86.2,Stopped
48205434,ping,Ping test from Iran to 43.152.54.100,Stopped
48205546,ping,Ping test from Jordan to 43.132.86.2,Stopped
48205588,ping,Ping test from Jordan to 43.152.54.100,Stopped
48205590,ping,Ping test from Kyrgyzstan to 43.132.86.2,Stopped
48205592,ping,Ping test from Kyrgyzstan to 43.152.54.100,Stopped
48205595,ping,Ping test from Kuwait to 43.132.86.2,Stopped
48205597,ping,Ping test from Kuwait to 43.152.54.100,Stopped
48205658,ping,Ping test from Kazakhstan to 43.132.86.2,Stopped
48205659,ping,Ping test from Kazakhstan to 43.152.54.100,Stopped
48205661,ping,Ping test from Morocco to 43.132.86.2,Stopped
48205662,ping,Ping test from Morocco to 43.152.54.100,Stopped
48205813,ping,Ping test from Oman to 43.132.86.2,Stopped
48205814,ping,Ping test from Oman to 43.152.54.100,Stopped
48205816,ping,Ping test from Qatar to 43.132.86.2,Stopped
48205817,ping,Ping test from Qatar to 43.152.54.100,Stopped
48205968,ping,From script for latency checks for Monitoring,Stopped
48206222,ping,US Ping measurement to 185.136.96.1,Stopped
48206233,ping,Ping test from Ecuador to 43.132.86.2,Stopped
48206234,ping,Ping test from Ecuador to 43.152.54.100,Stopped
48206236,ping,Ping test from Peru to 43.132.86.2,Stopped
48206237,ping,Ping test from Peru to 43.152.54.100,Stopped
48206238,ping,BG Ping measurement to 185.136.96.1,Stopped
48206242,ping,Ping test from United States of America to 43.132.86.2,Stopped
48206243,ping,Ping test from United States of America to 43.152.54.100,Stopped
48206391,ping,HK Ping measurement to 185.136.96.1,Stopped
48206392,ping,Ping test from Canada to 43.132.86.2,Stopped
48206393,ping,Ping test from Canada to 43.152.54.100,Stopped
48206395,ping,Ping test from Mexico to 43.132.86.2,Stopped
48206397,ping,Ping test from Mexico to 43.152.54.100,Stopped
48206503,ping,SG Ping measurement to 185.136.96.1,Stopped
48206551,ping,Ping test from Vietnam to 43.132.86.2,Stopped
48206552,ping,Ping test from Vietnam to 43.152.54.100,Stopped
48206554,ping,Ping test from Laos to 43.132.86.2,Stopped
48206555,ping,AU Ping measurement to 185.136.96.1,Stopped
48206556,ping,Ping test from Laos to 43.152.54.100,Stopped
48206655,ping,Ping test from Thailand to 43.132.86.2,Stopped
48206692,ping,Ping test from Thailand to 43.152.54.100,Stopped
48206712,ping,RU Ping measurement to 185.136.96.1,Stopped
48206714,ping,Ping test from Myanmar to 43.132.86.2,No suitable probes
48206715,ping,Ping test from Myanmar to 43.152.54.100,No suitable probes
48206718,ping,Ping test from Singapore to 43.132.86.2,Stopped
48206728,ping,Ping test from Singapore to 43.152.54.100,Stopped
48206862,ping,GB Ping measurement to 185.136.96.1,Stopped
48206863,ping,Ping test from Indonesia to 43.132.86.2,Stopped
48206864,ping,Ping measurement to ec2-3-20-0-0.us-east-2.compute.amazonaws.com,Stopped
48206865,ping,Ping test from Indonesia to 43.152.54.100,Stopped
48206867,ping,Ping test from Philippines to 43.132.86.2,Stopped
48206868,ping,Ping test from Philippines to 43.152.54.100,Stopped
48206869,ping,IT Ping measurement to 185.136.96.1,Stopped
48207020,ping,Ping test from Malaysia to 43.132.86.2,Stopped
48207021,ping,Ping test from Malaysia to 43.152.54.100,Stopped
48207022,ping,CH Ping measurement to 185.136.96.1,Stopped
48207024,ping,Ping test from Japan to 43.132.86.2,Stopped
48207025,ping,Ping test from Japan to 43.152.54.100,Stopped
48207026,ping,Ping measurement to ec2-3-20-178-14.us-east-2.compute.amazonaws.com,Stopped
48207064,ping,Ping test from South Korea to 43.132.86.2,Stopped
48207117,ping,Ping test from South Korea to 43.152.54.100,Stopped
48207176,ping,SE Ping measurement to 185.136.96.1,Stopped
48207177,ping,Ping test from Taiwan to 43.132.86.2,Stopped
48207178,ping,Ping test from Taiwan to 43.152.54.100,Stopped
48207192,ping,US Ping measurement to 45.83.248.1,Stopped
48207196,ping,From script for latency checks for Monitoring,Stopped
48207198,ping,From script for latency checks for Monitoring,Stopped
48207202,ping,IP Geolocation - 201.94.203.14,Stopped
48207203,ping,Ping test from HongKong to 43.132.86.2,Stopped
48207204,ping,Ping test from HongKong to 43.152.54.100,Stopped
48207205,ping,UA Ping measurement to 185.136.96.1,Stopped
48207260,ping,Ping test from Kenya to 43.132.86.2,Stopped
48207261,ping,Ping test from Kenya to 43.152.54.100,Stopped
48207262,ping,BG Ping measurement to 45.83.248.1,Stopped
48207264,ping,FR Ping measurement to 185.136.96.1,Stopped
48207265,ping,Ping test from South Africa to 43.132.86.2,Stopped
48207266,ping,Ping test from South Africa to 43.152.54.100,Stopped
48207280,ping,HK Ping measurement to 45.83.248.1,Stopped
48207304,ping,Ping test from Australia to 43.132.86.2,Stopped
48207305,ping,Ping test from Australia to 43.152.54.100,Stopped
48207306,ping,IR Ping measurement to 185.136.96.1,Stopped
48207307,ping,Ping test from Bangladesh to 43.132.86.2,Stopped
48207309,ping,Ping test from Bangladesh to 43.152.54.100,Stopped
48207310,ping,SG Ping measurement to 45.83.248.1,Stopped
48207312,ping,Ping test from India to 43.132.86.2,Stopped
48207314,ping,ZA Ping measurement to 185.136.96.1,Stopped
48207316,ping,Ping test from India to 43.152.54.100,Stopped
48207461,ping,Ping test from Sri Lanka to 43.132.86.2,Stopped
48207462,ping,AU Ping measurement to 45.83.248.1,Stopped
48207463,ping,Ping test from Sri Lanka to 43.152.54.100,Stopped
48207465,ping,IN Ping measurement to 185.136.96.1,Stopped
48207467,ping,Ping test from Nepal to 43.132.86.2,Stopped
48207468,ping,Ping test from Nepal to 43.152.54.100,Stopped
48207469,ping,IP Geolocation - 5.165.98.151,Stopped
48207581,ping,RU Ping measurement to 45.83.248.1,Stopped
48207624,ping,IP Geolocation - 5.165.98.151,Stopped
48207625,ping,NL Ping measurement to 185.136.96.1,Stopped
48207627,ping,GB Ping measurement to 45.83.248.1,Stopped
48207636,ping,DE Ping measurement to 185.136.96.1,Stopped
48207756,ping,IT Ping measurement to 45.83.248.1,Stopped
48207758,ping,FI Ping measurement to 185.136.96.1,Stopped
48207899,ping,CH Ping measurement to 45.83.248.1,Stopped
48207910,ping,TR Ping measurement to 185.136.96.1,Stopped
48207912,ping,SE Ping measurement to 45.83.248.1,Stopped
48208035,ping,ES Ping measurement to 185.136.96.1,Stopped
48208070,ping,Ping test from Colombia to 43.152.54.100,Stopped
48208073,ping,Ping test from Colombia to 43.132.86.2,Stopped
48208079,ping,UA Ping measurement to 45.83.248.1,Stopped
48208090,ping,RO Ping measurement to 185.136.96.1,Stopped
48208091,ping,Ping test from Pakistan to 43.132.86.2,No suitable probes
48208093,ping,Ping test from Pakistan to 43.152.54.100,No suitable probes
48208256,ping,Ping test from Saudi Arabia to 43.132.86.2,Stopped
48208257,ping,FR Ping measurement to 45.83.248.1,Stopped
48208261,ping,Ping test from Saudi Arabia to 43.152.54.100,Stopped
48208272,ping,TW Ping measurement to 185.136.96.1,Stopped
48208282,ping,Ping test from Turkey to 43.132.86.2,Stopped
48208284,ping,Ping test from US probes to 43.132.86.2,Stopped
48208285,ping,Ping test from Turkey to 43.152.54.100,Stopped
48208288,ping,Ping test from US probes to 43.132.87.2,Stopped
48208291,ping,Ping test from US probes to 43.159.121.2,Stopped
48208294,ping,Ping test from US probes to 43.159.126.2,Stopped
48208296,ping,Ping test from US probes to 43.159.127.2,Stopped
48208299,ping,Ping test from US probes to 43.159.125.2,Stopped
48208301,ping,Ping test from US probes to 43.159.124.2,Stopped
48208305,ping,Ping test from US probes to 43.159.123.2,Stopped
48208306,ping,IR Ping measurement to 45.83.248.1,Stopped
48208309,ping,Ping test from US probes to 43.159.122.2,Stopped
48208316,ping,Ping test from US probes to 43.152.54.100,Stopped
48208337,ping,Ping test from US probes to 43.152.56.100,Stopped
48208369,ping,Ping test from US probes to 43.132.76.107,Stopped
48208373,ping,Ping test from Argentina to 43.132.86.2,Stopped
48208399,ping,Ping test from US probes to 43.152.63.107,Stopped
48208403,ping,Ping test from Argentina to 43.152.54.100,Stopped
48208412,ping,Ping test from US probes to 43.132.78.111,Stopped
48208414,ping,Ping test from US probes to 43.132.79.111,Stopped
48208416,ping,JP Ping measurement to 185.136.96.1,Stopped
48208420,ping,Ping test from Brazil to 43.132.86.2,Stopped
48208421,ping,Ping test from Brazil to 43.152.54.100,Stopped
48208423,ping,ZA Ping measurement to 45.83.248.1,Stopped
48208424,ping,PL Ping measurement to 185.136.96.1,Stopped
48208425,ping,Ping test from Chile to 43.132.86.2,Stopped
48208427,ping,Ping test from Chile to 43.152.54.100,Stopped
48208443,ping,IN Ping measurement to 45.83.248.1,Stopped
48208444,ping,Ping test from CA probes to 43.132.86.2,Stopped
48208445,ping,NO Ping measurement to 185.136.96.1,Stopped
48208447,ping,Ping test from CA probes to 43.132.87.2,Stopped
48208448,ping,Ping test from CA probes to 43.159.121.2,Stopped
48208449,ping,Ping test from CA probes to 43.159.126.2,Stopped
48208450,ping,Ping test from CA probes to 43.159.127.2,Stopped
48208451,ping,Ping test from CA probes to 43.159.125.2,Stopped
48208452,ping,Ping test from CA probes to 43.159.124.2,Stopped
48208453,ping,Ping test from CA probes to 43.159.123.2,Stopped
48208455,ping,Ping test from CA probes to 43.159.122.2,Stopped
48208456,ping,Ping test from CA probes to 43.152.54.100,Stopped
48208457,ping,Ping test from CA probes to 43.152.56.100,Stopped
48208458,ping,Ping test from CA probes to 43.132.76.107,Stopped
48208460,ping,Ping test from CA probes to 43.152.63.107,Stopped
48208462,ping,Ping test from CA probes to 43.132.78.111,Stopped
48208464,ping,Ping test from CA probes to 43.132.79.111,Stopped
48208465,ping,NL Ping measurement to 45.83.248.1,Stopped
48208612,ping,DE Ping measurement to 45.83.248.1,Stopped
48208613,ping,Ping measurement to miran.ru,Stopped
48208750,ping,Ping test from MX probes to 43.132.86.2,Stopped
48208751,ping,FI Ping measurement to 45.83.248.1,Stopped
48208755,ping,Ping test from MX probes to 43.132.87.2,Stopped
48208764,ping,Ping test from MX probes to 43.159.121.2,Stopped
48208768,ping,Ping test from MX probes to 43.159.126.2,Stopped
48208772,ping,Ping test from MX probes to 43.159.127.2,Stopped
48208775,ping,Ping test from MX probes to 43.159.125.2,Stopped
48208778,ping,Ping test from MX probes to 43.159.124.2,Stopped
48208780,ping,Ping test from MX probes to 43.159.123.2,Stopped
48208781,ping,Ping test from MX probes to 43.159.122.2,Stopped
48208782,ping,Active geolocation of 104.152.109.15/32,Stopped
48208783,ping,Active geolocation of 104.16.100.52/32,Stopped
48208784,ping,Active geolocation of 47.210.72.198/32,Stopped
48208785,ping,Active geolocation of 182.255.35.0/32,Stopped
48208786,ping,Active geolocation of 182.255.34.0/32,Stopped
48208787,ping,Active geolocation of 104.26.1.196/32,Stopped
48208788,ping,Ping test from MX probes to 43.152.54.100,Stopped
48208789,ping,Ping test from MX probes to 43.152.56.100,Stopped
48208790,ping,Ping test from MX probes to 43.132.76.107,Stopped
48208791,ping,Ping test from MX probes to 43.152.63.107,Stopped
48208792,ping,Ping test from MX probes to 43.132.78.111,Stopped
48208793,ping,Ping test from MX probes to 43.132.79.111,Stopped
48208798,ping,TR Ping measurement to 45.83.248.1,Stopped
48208947,ping,ES Ping measurement to 45.83.248.1,Stopped
48208952,ping,Active geolocation of 47.210.73.172/32,Stopped
48209100,ping,RO Ping measurement to 45.83.248.1,Stopped
48209148,ping,TW Ping measurement to 45.83.248.1,Stopped
48209254,ping,Active geolocation of 47.210.74.208/32,Stopped
48209257,ping,JP Ping measurement to 45.83.248.1,Stopped
48209412,ping,PL Ping measurement to 45.83.248.1,Stopped
48209414,ping,Active geolocation of 47.210.75.57/32,Stopped
48209415,ping,Ping test from AR probes to 43.132.86.2,Stopped
48209416,ping,Ping test from AR probes to 43.132.87.2,Stopped
48209417,ping,Ping test from AR probes to 43.159.121.2,Stopped
48209418,ping,Ping test from AR probes to 43.159.126.2,Stopped
48209419,ping,Ping test from AR probes to 43.159.127.2,Stopped
48209420,ping,Ping test from AR probes to 43.159.125.2,Stopped
48209423,ping,Ping test from AR probes to 43.159.124.2,Stopped
48209426,ping,Ping test from AR probes to 43.159.123.2,Stopped
48209427,ping,Ping test from AR probes to 43.159.122.2,Stopped
48209433,ping,Ping test from AR probes to 43.152.54.100,Stopped
48209439,ping,Ping test from AR probes to 43.152.56.100,Stopped
