
   id asn_v4 asn_v6 country     status     
26607   6830  48635   nl       Abandoned   
26608  12414  12414   nl       Abandoned   
26609  24560      -   in       Abandoned   
26610  33915  33915   nl       Abandoned   
26611  24016      -   mv       Abandoned   
26612  55944      -   mv       Abandoned   
26613      -      -            Abandoned   
26614      -      -         Never Connected
26615      -      -            Abandoned   
26616   7922   7922   us       Abandoned   
26617   7642      -   mv       Abandoned   
26618      -      -            Abandoned   
26619  15704      -   es       Connected   
26620   8473      -   se       Abandoned   
26621      -   6830   de       Abandoned   
26622  42905      -   ua       Connected   
26623      -      -   de    Never Connected
26624 202870      -   it       Connected   
26625  36947      -   dz       Abandoned   
26626      -      -         Never Connected
26627 204274      -   dk       Abandoned   
26628      -      -         Never Connected
26629  20676  20676   de       Abandoned   
26630  48292      -   tr       Abandoned   
26631   3292      -   dk       Abandoned   
26632  24651      -   lv       Abandoned   
26633   3215      -   fr       Abandoned   
26634  50163      -   cz       Connected   
26635   5410      -   fr       Abandoned   
26636   5410      -   fr       Abandoned   
26637  35540  35540   fr       Abandoned   
26638  12322  12322   fr       Abandoned   
26639      -      -         Never Connected
26640  12479      -   es       Abandoned   
26641      -      -         Never Connected
26642    719    719   fi       Connected   
26643   3215   3215   fr       Abandoned   
26644   3320      -   de       Abandoned   
26645      -      -            Abandoned   
26646   3215   3215   fr       Abandoned   
26647      -      -            Abandoned   
26648      -      -         Never Connected
26649   3320   3320   de       Abandoned   
26650      -      -            Abandoned   
26651      -      -            Abandoned   
26652      -      -            Abandoned   
26653  16178      -   ba       Abandoned   
26654  16232      -   it       Connected   
26655  25019      -   sa       Abandoned   
26656  29226      -   ru       Connected   
26657   8402      -   ru       Abandoned   
26658  35807  35807   ru       Connected   
26659  44278      -   es       Abandoned   
26660    701      -   us       Abandoned   
26661      -      -         Never Connected
26662      -      -         Never Connected
26663      -      -            Abandoned   
26664      -      -         Never Connected
26665  50266      -   ru       Abandoned   
26666  31036      -   ru       Abandoned   
26667   5607   5607   gb       Abandoned   
26668    701      -   us       Abandoned   
26669      -      -            Abandoned   
26670    577      -   ca       Connected   
26671  12714      -   ru       Abandoned   
26672  55944      -   mv       Abandoned   
26673  10091      -   sg       Abandoned   
26674  24016 133742   mv       Abandoned   
26675  31655      -   gb       Abandoned   
26676   9198      -   kz       Abandoned   
26677   7642      -   mv       Abandoned   
26678   7642      -   mv       Abandoned   
26679      -      -            Abandoned   
26680  35531      -   ru       Abandoned   
26681   7642   7642   mv       Abandoned   
26682      -      -         Never Connected
26683      -      -         Never Connected
26684      -      -         Never Connected
26685   8551      -   il       Abandoned   
26686   7642      -   mv       Abandoned   
26687   7922   7922   us       Abandoned   
26688 133742      -   mv       Abandoned   
26689   9143      -   nl       Abandoned   
26690      -      -            Abandoned   
26691      -      -            Abandoned   
26692  23308      -   us       Abandoned   
26693      -      -            Abandoned   
26694  12714      -   ru       Abandoned   
26695      -   1136   nl       Abandoned   
26696  14593  14593   fr     Disconnected  
26697  12392  12392   be       Abandoned   
26698   2516   2516   jp       Connected   
26699      -      -            Abandoned   
26700      -      -         Never Connected
26701  28573  28573   br       Abandoned   
26702   3352      -   es       Abandoned   
26703  12322      -   fr       Abandoned   
26704  35376      -   dk       Abandoned   
26705  60876  60876   dk       Connected   
26706  15557      -   fr       Abandoned   
26707   7922      -   us       Abandoned   
26708   3320      -   de       Abandoned   
26709  12389      -   ru       Connected   
26710  43256      -   cd       Abandoned   
26711   2119      -   se       Abandoned   
26712   6830      -   ro       Abandoned   
26713      -      -         Never Connected
26714  24016      -   mv       Abandoned   
26715   6821      -   mk       Abandoned   
26716   2854      -   ru       Abandoned   
26717   3333   3333   nl       Abandoned   
26718  48299  48299   fi       Abandoned   
26719      -      -         Never Connected
26720  42610      -   ru       Abandoned   
26721   7642      -   mv       Abandoned   
26722    680      -   de       Connected   
26723   5617      -   pl       Abandoned   
26724  15557      -   fr       Abandoned   
26725   5483      -   hu       Connected   
26726  13037      -   gb       Connected   
26727      -      -         Never Connected
26728      -      -            Abandoned   
26729      -      -   ao    Never Connected
26730  12389      -   ru       Connected   
26731  35475      -            Abandoned   
26732   3215      -   fr       Connected   
26733  45725      -   id       Abandoned   
26734      -      -            Abandoned   
26735   7018   7018   us       Connected   
26736   3215      -   gf       Connected   
26737  42613      -   si       Abandoned   
26738   1741      -   fi       Connected   
26739      -      -            Abandoned   
26740      -      -            Abandoned   
26741      -      -            Abandoned   
26742  61156      -   ru       Abandoned   
26743      -      -            Abandoned   
26744 197133      -   fr       Abandoned   
26745      -      -         Never Connected
26746   6830      -   ch       Abandoned   
26747  14265      -   us       Abandoned   
26748      -      -         Never Connected
26749  13030  13030   ch       Abandoned   
26750   3243   3243   pt       Abandoned   
26751  12322  12322   fr       Abandoned   
26752      -      -         Never Connected
26753      -      -         Never Connected
26754   3215      -   fr       Connected   
26755   3320      -   de       Connected   
26756  15557      -   fr       Connected   
26757  14265      -   us       Abandoned   
26758  29933      -   us       Connected   
26759      -      -            Abandoned   
26760   6697      -   by       Abandoned   
26761   3333   3320   de       Abandoned   
26762      -      -            Abandoned   
26763      -      -         Never Connected
26764   3303      -   ch       Abandoned   
26765 196822      -   cz       Abandoned   
26766      -      -            Abandoned   
26767   6848   6848   be       Connected   
26768   8676   8676   gb       Abandoned   
